Food,Ingredient,Origin
Wonton_noodles,Shrimp,China
Wonton_noodles,Pork,China
Wonton_noodles,Egg_(food),China
Wonton_noodles,Flour,Hong_Kong
Wonton_noodles,Shrimp,Hong_Kong
Wonton_noodles,Pork,Hong_Kong
Wonton_noodles,Egg_(food),Hong_Kong
Hujiao_bing,Soy_sauce,China
Hujiao_bing,Scallion,China
Hujiao_bing,Sugar,China
Hujiao_bing,Black_pepper,China
Crispy_fried_chicken,Chicken,China
Crispy_fried_chicken,Chicken,Hong_Kong
Lohikeitto,Salmon,Finland
Lohikeitto,Potato,Finland
Lohikeitto,Leek,Finland
Pithivier,Puff_pastry,France
Pithivier,Frangipane,France
Porilainen,Ketchup,Finland
Porilainen,Sausage,Finland
Porilainen,White_bread,Finland
Porilainen,Onion,Finland
Porilainen,Mustard_(condiment),Finland
Porilainen,Pickled_cucumber,Finland
Ratatouille,Bell_pepper,France
Ratatouille,Zucchini,France
Ratatouille,Basil,France
Ratatouille,Garlic,France
Ratatouille,Onion,France
Ratatouille,Tomato,France
Ratatouille,Vegetable,France
Ratatouille,Eggplant,France
Ratatouille,Marjoram,France
Stinky_tofu,Tofu,China
Laba_congee,Rice,China
Streusel,Butter,Germany
Streusel,Flour,Germany
Streusel,Sugar,Germany
Changua,Scallion,Colombia
Changua,Milk,Colombia
Changua,Water,Colombia
Changua,Egg_(food),Colombia
Ginger_milk_curd,Ginger,China
Ginger_milk_curd,Milk,China
Ginger_milk_curd,Sugar,China
Fanesca,Bean,Ecuador
Fanesca,Milk,Ecuador
Fanesca,Dried_and_salted_cod,Ecuador
Fanesca,Food_grain,Ecuador
Fanesca,Cucurbita_ficifolia,Ecuador
Fanesca,Pumpkin,Ecuador
Thuringian_sausage,Caraway,Germany
Thuringian_sausage,Garlic,Germany
Thuringian_sausage,Marjoram,Germany
Duqqa,Spice,Egypt
Duqqa,Nut_(fruit),Egypt
Duqqa,Herb,Egypt
Duqqa,Spice,Gaza_Strip
Duqqa,Nut_(fruit),Gaza_Strip
Duqqa,Herb,Gaza_Strip
Pineapple_bun,Flour,Hong_Kong
Pineapple_bun,Sugar,Hong_Kong
Pineapple_bun,Lard,Hong_Kong
Pineapple_bun,Egg_(food),Hong_Kong
Konkonte,Cassava,Ghana
Pichelsteiner,Cabbage,Germany
Pichelsteiner,Meat,Germany
Pichelsteiner,Carrot,Germany
Pichelsteiner,Pork,Germany
Pichelsteiner,Leek,Germany
Pichelsteiner,Lamb_and_mutton,Germany
Pichelsteiner,Vegetable,Germany
Pichelsteiner,Parsley,Germany
Tuile,Butter,France
Tuile,Flour,France
Tuile,Sugar,France
Tuile,Almond,France
Pot-au-feu,Turnip,France
Pot-au-feu,Beef,France
Pot-au-feu,Cartilage,France
Pot-au-feu,Celery,France
Pot-au-feu,Onion,France
Pot-au-feu,Leek,France
Pot-au-feu,Vegetable,France
Pot-au-feu,Bone_marrow_(food),France
Chinese_steamed_eggs,Scallion,China
Chinese_steamed_eggs,Chicken,China
Chinese_steamed_eggs,Dried_shrimp,China
Chinese_steamed_eggs,Century_egg,China
Scallion_pancake,Scallion,China
Scallion_pancake,Dough,China
Taro_dumpling,Taro,China
Taro_dumpling,Ground_meat,China
Teurgoule,Cinnamon,France
Teurgoule,Milk,France
Teurgoule,Rice,France
Teurgoule,Sugar,France
Mykyrokka,Offal,Finland
Mykyrokka,Meat,Finland
Mykyrokka,Barley,Finland
Mykyrokka,Onion,Finland
Mykyrokka,Potato,Finland
Mykyrokka,Dumpling,Finland
Vol-au-vent,Puff_pastry,France
Ching_bo_leung,Longan,China
Ching_bo_leung,Sugar,China
Ching_bo_leung,Jobs_Tears,China
Ching_bo_leung,Lotus_seed,China
Ching_bo_leung,Jujube,China
Ching_bo_leung,Seaweed,China
Hauskyjza,Cottage_cheese,Germany
Hauskyjza,Carum,Germany
Leipziger_Lerche,Shortcrust_pastry,Germany
Leipziger_Lerche,Nut_(fruit),Germany
Leipziger_Lerche,Almond,Germany
Far_Breton,Flour,France
Far_Breton,Milk,France
Far_Breton,Egg_(food),France
Kammerjunker_(biscuit),Butter,Denmark
Kammerjunker_(biscuit),Flour,Denmark
Kammerjunker_(biscuit),Sugar,Denmark
Kammerjunker_(biscuit),Egg_(food),Denmark
Oil_noodles,Salt,China
Oil_noodles,Sodium_benzoate,China
Oil_noodles,Egg_(food),China
Oil_noodles,Egg_white,China
Oil_noodles,Wheat_flour,China
Oil_noodles,Corn_oil,China
Welf_pudding,Milk,Germany
Welf_pudding,Vanilla,Germany
Welf_pudding,White_wine,Germany
Welf_pudding,Egg_white,Germany
Welf_pudding,Yolk,Germany
Allerheiligenstriezel,Butter,Germany
Allerheiligenstriezel,Flour,Germany
Allerheiligenstriezel,Milk,Germany
Allerheiligenstriezel,Raisin,Germany
Allerheiligenstriezel,Shortening,Germany
Allerheiligenstriezel,Egg_(food),Germany
Allerheiligenstriezel,Bakers_yeast,Germany
Chinese_pancake,Dough,China
Cuban_pastry,Puff_pastry,Cuba
Shlishkes,Flour,Hungary
Shlishkes,Mashed_potato,Hungary
Shlishkes,Egg_(food),Hungary
Shlishkes,Streusel,Hungary
Cucurucho,Coconut,Cuba
Cucurucho,Pineapple,Cuba
Cucurucho,Guava,Cuba
Cucurucho,Sugar,Cuba
Cucurucho,Orange_(fruit),Cuba
Religieuse,Custard,France
Religieuse,Flour,France
Nai_lao,Rice_wine,China
Nai_lao,Milk,China
Nai_lao,Sugar,China
Nai_lao,Raisin,China
Nai_lao,Nut_(fruit),China
Rijstevlaai,Rice_pudding,Germany
Sachima,Butter,China
Sachima,Flour,China
Sachima,Rock_sugar,China
Sachima,Rock_candy,China
Dakos,Feta,Greece
Dakos,Oregano,Greece
Dakos,Tomato,Greece
Dakos,Mizithra,Greece
Dakos,Olive,Greece
Dakos,Rusk,Greece
Funing_big_cake,Lard,China
Funing_big_cake,Glutinous_rice,China
Funing_big_cake,Vegetable_oil,China
Nantong_Xiting_Cracker,Flour,China
Kalitsounia,Flour,Greece
Kalitsounia,Honey,Greece
Kalitsounia,Mizithra,Greece
Nuns_puffs,Butter,France
Nuns_puffs,Flour,France
Nuns_puffs,Honey,France
Nuns_puffs,Milk,France
Nuns_puffs,Sugar,France
Nuns_puffs,Egg_(food),France
Imelletty_perunalaatikko,Potato,Finland
Imelletty_perunalaatikko,Wheat_flour,Finland
Wotou,Cornflour,China
Wotou,Soybean_flour,China
Wotou,Millet_flour,China
Boluo_fan,Pineapple,China
Boluo_fan,Rice,China
Migan,Rice,China
Hapanvelli,Pea,Finland
Hapanvelli,Potato,Finland
Hapanvelli,Rye,Finland
Ganache,Cream,France
Snow_skin_mooncake,Flour,Hong_Kong
Snow_skin_mooncake,Milk,Hong_Kong
Snow_skin_mooncake,Sugar,Hong_Kong
Snow_skin_mooncake,Glutinous_rice,Hong_Kong
Snow_skin_mooncake,Vegetable_oil,Hong_Kong
Snow_skin_mooncake,Mung_bean,Hong_Kong
Eurocrem,Milk,Italy
Eurocrem,Hazelnut,Italy
Karukan,Sugar,Japan
Karukan,Water,Japan
Karukan,Rice_flour,Japan
Karukan,Red_bean_paste,Japan
Botamochi,Rice,Japan
Botamochi,Red_bean_paste,Japan
Panzanella,Bread,Italy
Panzanella,Tomato,Italy
Panzerotti,Mozzarella,Italy
Qottab,Cardamom,Iran
Qottab,Flour,Iran
Qottab,Sugar,Iran
Qottab,Vegetable_oil,Iran
Qottab,Almond,Iran
Sata_andagi,Flour,Japan
Sata_andagi,Sugar,Japan
Sata_andagi,Egg_(food),Japan
Zosui,Rice,Japan
Imoni,Meat,Japan
Imoni,Potato,Japan
Yaki_udon,Noodle,Japan
Gizzada,Coconut,Jamaica
Gizzada,Nutmeg,Jamaica
Gizzada,Sugar,Jamaica
Gizzada,Vanilla,Jamaica
Grater_cake,Coconut,Jamaica
Grater_cake,Sugar,Jamaica
Frutta_martorana,Marzipan,Italy
Frutta_martorana,Food_coloring,Italy
Gnocchi,Cheese,Italy
Gnocchi,Potato,Italy
Gnocchi,Egg_(food),Italy
Gnocchi,Bread_crumbs,Italy
Gnocchi,Wheat_flour,Italy
Oden,Soy_sauce,Japan
Oden,Daikon,Japan
Oden,Konjac,Japan
Oden,Fishcake,Japan
Oden,Egg_(food),Japan
Tonkatsu,Cabbage,Japan
Tonkatsu,Miso_soup,Japan
Tonkatsu,Cutlet,Japan
Dango,Rice_flour,Japan
Miso_soup,Miso,Japan
Miso_soup,Stock_(food),Japan
Pizzelle,Butter,Italy
Pizzelle,Flour,Italy
Soba,Water,Japan
Soba,Buckwheat,Japan
Tensoba,Noodle,Japan
Tensoba,Tempura,Japan
Udon,Noodle,Japan
Udon,Soy_sauce,Japan
Udon,Mirin,Japan
Udon,Scallion,Japan
Udon,Broth,Japan
Zabaione,Sugar,Italy
Zabaione,Wine,Italy
Zabaione,Yolk,Italy
Sukiyaki,Soy_sauce,Japan
Sukiyaki,Mirin,Japan
Sukiyaki,Meat,Japan
Sukiyaki,Sugar,Japan
Sukiyaki,Vegetable,Japan
Castella,Flour,Japan
Castella,Sugar,Japan
Castella,Mizuame,Japan
Castella,Egg_(food),Japan
Fettuccine_Alfredo,Butter,Italy
Fettuccine_Alfredo,Parmigiano-Reggiano,Italy
Fettuccine_Alfredo,Fettuccine,Italy
Hanabiramochi,Mochi,Japan
Hanabiramochi,Miso,Japan
Hanabiramochi,Gyūhi,Japan
Hanabiramochi,Arctium_lappa,Japan
Sekihan,Adzuki_bean,Japan
Sekihan,Glutinous_rice,Japan
Taiyaki,Adzuki_bean,Japan
Taiyaki,Batter_(cooking),Japan
Anpan,Red_bean_paste,Japan
Gianduiotto,Gianduja_(chocolate),Italy
Gianduiotto,Hazelnut,Italy
Gianduiotto,Cocoa_solids,Italy
Butajiru,Miso,Japan
Butajiru,Pork,Japan
Butajiru,Vegetable,Japan
Sufganiyah,Custard,Israel
Sufganiyah,Fruit_preserves,Israel
Sufganiyah,Powdered_sugar,Israel
Cassata,Marzipan,Italy
Cassata,Chocolate,Italy
Cassata,Liqueur,Italy
Cassata,Vanilla,Italy
Cassata,Icing_(food),Italy
Cassata,Ricotta,Italy
Cassata,Sponge_cake,Italy
Cassata,Juice,Italy
Cassata,Candied_fruit,Italy
Tufahije,Sugar,Iran
Tufahije,Walnut,Iran
Tufahije,Apple,Iran
Zuppa_toscana,Bacon,Italy
Tahini_cookie,Butter,Israel
Tahini_cookie,Flour,Israel
Tahini_cookie,Tahini,Israel
Tahini_cookie,Sugar,Israel
Soup_allImperatrice,Nutmeg,Italy
Soup_allImperatrice,Rice,Italy
Soup_allImperatrice,Fowl,Italy
Soup_allImperatrice,Salt,Italy
Soup_allImperatrice,Black_pepper,Italy
Soup_allImperatrice,Egg_(food),Italy
Soup_allImperatrice,Stock_(food),Italy
Soup_alla_Canavese,Bacon,Italy
Soup_alla_Canavese,Butter,Italy
Soup_alla_Canavese,Sodium_chloride,Italy
Soup_alla_Canavese,Cauliflower,Italy
Soup_alla_Canavese,Carrot,Italy
Soup_alla_Canavese,Celery,Italy
Soup_alla_Canavese,Onion,Italy
Soup_alla_Canavese,Salvia_officinalis,Italy
Soup_alla_Canavese,Tomato,Italy
Soup_alla_Canavese,Parmesan,Italy
Soup_alla_Canavese,Black_pepper,Italy
Soup_alla_Canavese,Stock_(food),Italy
Soup_alla_Canavese,Parsley,Italy
Soup_alla_modenese,Butter,Italy
Soup_alla_modenese,Nutmeg,Italy
Soup_alla_modenese,Spinach,Italy
Soup_alla_modenese,Parmesan,Italy
Soup_alla_modenese,Crouton,Italy
Soup_alla_modenese,Salt,Italy
Soup_alla_modenese,Egg_(food),Italy
Soup_alla_modenese,Stock_(food),Italy
Istrian_stew,Bacon,Italy
Istrian_stew,Sauerkraut,Italy
Istrian_stew,Bean,Italy
Istrian_stew,Spare_ribs,Italy
Istrian_stew,Garlic,Italy
Istrian_stew,Potato,Italy
Ziva_(dish),Puff_pastry,Israel
Bak_kut_teh,Cinnamon,Indonesia
Bak_kut_teh,Clove,Indonesia
Bak_kut_teh,Fennel,Indonesia
Bak_kut_teh,Garlic,Indonesia
Bak_kut_teh,Broth,Indonesia
Bak_kut_teh,Pork_ribs,Indonesia
Bak_kut_teh,Angelica_sinensis,Indonesia
Bak_kut_teh,Illicium_verum,Indonesia
Haleem,Meat,Iran
Haleem,Wheat,Iran
Haleem,Barley,Iran
Haleem,Lentil,Iran
Spumoni,Ice_cream,Italy
Spumoni,Nut_(fruit),Italy
Spumoni,Candied_fruit,Italy
Buccellato_(di_Lucca),Anise,Italy
Buccellato_(di_Lucca),Sultana_(grape),Italy
Cocktion,Sugar,Jamaica
Cocktion,Maize,Jamaica
Gosh-e_Fil,Pistachio,Iran
Gosh-e_Fil,Powdered_sugar,Iran
Bakauke,Rice_flour,Japan
Nikujaga,Soy_sauce,Japan
Nikujaga,Meat,Japan
Nikujaga,Onion,Japan
Nikujaga,Potato,Japan
Nikujaga,Pork,Japan
Nikujaga,Ground_beef,Japan
Rugelach,Cinnamon,Israel
Rugelach,Marzipan,Israel
Rugelach,Chocolate,Israel
Rugelach,Raisin,Israel
Rugelach,Cream_cheese,Israel
Rugelach,Poppy_seed,Israel
Rugelach,Fruit_preserves,Israel
Rugelach,Walnut,Israel
Rugelach,Sour_cream,Israel
Ciambotta,Capsicum,Italy
Ciambotta,Chili_pepper,Italy
Ciambotta,Onion,Italy
Ciambotta,Tomato,Italy
Ciambotta,Herb,Italy
Ciambotta,Vegetable,Italy
Ciambotta,Eggplant,Italy
Cuccidati,Ficus,Italy
Paniki,Bat,Indonesia
Sakuramochi,Mochi,Japan
Sakuramochi,Cherry_blossom,Japan
Sakuramochi,Red_bean_paste,Japan
Tenshindon,Rice,Japan
Tenshindon,Egg_(food),Japan
Tenshindon,Crab_meat,Japan
Berlingozzo,Butter,Italy
Berlingozzo,Flour,Italy
Berlingozzo,Milk,Italy
Berlingozzo,Sugar,Italy
Berlingozzo,Anise,Italy
Berlingozzo,Egg_(food),Italy
Berlingozzo,Bakers_yeast,Italy
Cacciucco,Shellfish,Italy
Cacciucco,Broth,Italy
Cacciucco,Fish_as_food,Italy
Coto_Makassar,Beef,Indonesia
Coto_Makassar,Broth,Indonesia
Agemochi,Mochi,Japan
Suama,Sugar,Japan
Suama,Water,Japan
Suama,Rice_flour,Japan
Suama,Food_coloring,Japan
Pignolata,Chocolate,Italy
Pignolata,Lemon,Italy
Ravioli,Flour,Italy
Ravioli,Water,Italy
Ravioli,Egg_(food),Italy
Rendang,Chili_pepper,Indonesia
Rendang,Galangal,Indonesia
Rendang,Ginger,Indonesia
Rendang,Meat,Indonesia
Rendang,Shallot,Indonesia
Rendang,Turmeric,Indonesia
Rendang,Garlic,Indonesia
Rendang,Coconut_milk,Indonesia
Rendang,Lamb_and_mutton,Indonesia
Rendang,Cymbopogon,Indonesia
Rendang,Goat,Indonesia
Sayur_lodeh,Vigna_unguiculata_subsp._sesquipedalis,Indonesia
Sayur_lodeh,Chayote,Indonesia
Sayur_lodeh,Coconut_milk,Indonesia
Sayur_lodeh,Tempeh,Indonesia
Sayur_lodeh,Stock_(food),Indonesia
Sayur_lodeh,Vegetable,Indonesia
Sayur_lodeh,Eggplant,Indonesia
Sayur_lodeh,Gnetum_gnemon,Indonesia
Sayur_lodeh,Tofu,Indonesia
Pinca,Flour,Italy
Pinca,Raisin,Italy
Pinca,Zest_(ingredient),Italy
Pinca,Bakers_yeast,Italy
Ricciarelli,Honey,Italy
Ricciarelli,Sugar,Italy
Ricciarelli,Egg_white,Italy
Ricciarelli,Almond,Italy
Biscuit_Tortoni,Cream,Italy
Biscuit_Tortoni,Egg_(food),Italy
Mekupelet,Types_of_chocolate,Israel
Pappa_al_pomodoro,Bread,Italy
Pappa_al_pomodoro,Olive_oil,Italy
Pappa_al_pomodoro,Basil,Italy
Pappa_al_pomodoro,Garlic,Italy
Pappa_al_pomodoro,Tomato,Italy
Pasta_al_pomodoro,Olive_oil,Italy
Pasta_al_pomodoro,Pasta,Italy
Pasta_al_pomodoro,Basil,Italy
Pasta_al_pomodoro,Tomato,Italy
Emping,Gnetum_gnemon,Indonesia
Kuluban,Coconut,Indonesia
Kuluban,Vegetable,Indonesia
Mandi_(food),Meat,Jordan
Mandi_(food),Rice,Jordan
Mandi_(food),Spice,Jordan
Mandi_(food),Chicken_(food),Jordan
Checca_sauce,Olive_oil,Italy
Opor_ayam,Coconut_milk,Indonesia
Opor_ayam,Chicken_(food),Indonesia
Soto_ayam,Turmeric,Indonesia
Soto_ayam,Chicken_(food),Indonesia
Nasi_ambeng,Rice_vermicelli,Indonesia
Nasi_ambeng,Salt-cured_meat,Indonesia
Nasi_ambeng,Frikadeller,Indonesia
Nasi_ambeng,Opor_ayam,Indonesia
Nasi_ambeng,Sambal,Indonesia
Nasi_ambeng,Tempeh,Indonesia
Nasi_ambeng,Rempeyek,Indonesia
Nasi_ambeng,Urap,Indonesia
Kappa_Ebisen,Shrimp,Japan
Kappa_Ebisen,Starch,Japan
Kappa_Ebisen,Sugar,Japan
Kappa_Ebisen,Vegetable_oil,Japan
Kappa_Ebisen,Wheat_flour,Japan
Ohaw,Kelp,Japan
Ohaw,Meat,Japan
Ohaw,Fish,Japan
Ohaw,Stock_(food),Japan
Ohaw,Vegetable,Japan
Sara_udon,Cabbage,Japan
Sara_udon,Noodle,Japan
Sara_udon,Kamaboko,Japan
Sara_udon,Squid,Japan
Sara_udon,Bean_sprout,Japan
Sara_udon,Pork,Japan
Sara_udon,Prawn,Japan
Motsunabe,Chili_pepper,Japan
Motsunabe,Soy_sauce,Japan
Motsunabe,Beef,Japan
Motsunabe,Miso,Japan
Motsunabe,Garlic,Japan
Motsunabe,Pork,Japan
Motsunabe,Champon,Japan
Hard_dough_bread,Flour,Jamaica
Hard_dough_bread,Sugar,Jamaica
Hard_dough_bread,Water,Jamaica
Hard_dough_bread,Salt,Jamaica
Hard_dough_bread,Bakers_yeast,Jamaica
Mannish_water,Banana,Jamaica
Mannish_water,Potato,Jamaica
Mannish_water,Dumpling,Jamaica
Mannish_water,Yam_(vegetable),Jamaica
Mannish_water,Vegetable,Jamaica
Mannish_water,Goat,Jamaica
Cakalang_fufu,Smoking_(cooking),Indonesia
Frico,Flour,Italy
Frico,Cheese,Italy
Mitarashi_dango,Soy_sauce,Japan
Mustacciuoli,Clove,Italy
Mustacciuoli,Flour,Italy
Mustacciuoli,Chocolate,Italy
Mustacciuoli,Olive_oil,Italy
Mustacciuoli,Sugar,Italy
Mustacciuoli,Coffee,Italy
Mustacciuoli,Almond,Italy
Bamiyeh,Yogurt,Iran
Bamiyeh,Syrup,Iran
Bamiyeh,Starch,Iran
Poolaki,Sugar,Iran
Poolaki,Vinegar,Iran
Poolaki,Water,Iran
Poolaki,Cocoa_solids,Iran
Poolaki,Saffron,Iran
Mezzelune,Milk,Italy
Mezzelune,Olive_oil,Italy
Mezzelune,Buckwheat,Italy
Mezzelune,Salt,Italy
Mezzelune,Egg_(food),Italy
Mezzelune,Bitto,Italy
Bruttiboni,Almond,Italy
Lagane_e_cicciari,Chickpea,Italy
Lagane_e_cicciari,Garlic,Italy
Lagane_e_cicciari,Pappardelle,Italy
Amplang,Tapioca,Indonesia
Amplang,Spice,Indonesia
Amplang,Wahoo,Indonesia
Amplang,Spanish_mackerel,Indonesia
Minestrone,Pasta,Italy
Minestrone,Rice,Italy
Minestrone,Carrot,Italy
Minestrone,Celery,Italy
Minestrone,Onion,Italy
Minestrone,Tomato,Italy
Minestrone,Stock_(food),Italy
Minestrone,Vegetable,Italy
Neapolitan_ice_cream,Strawberry_ice_cream,Italy
Neapolitan_ice_cream,Vanilla_ice_cream,Italy
Neapolitan_ice_cream,Chocolate_ice_cream,Italy
Neapolitan_sauce,Garlic,Italy
Neapolitan_sauce,Onion,Italy
Neapolitan_sauce,Tomato,Italy
Neapolitan_sauce,Herb,Italy
Nutella,Palm_oil,Italy
Nutella,Sugar,Italy
Nutella,Hazelnut,Italy
Nutella,Powdered_milk,Italy
Nutella,Cocoa_solids,Italy
Panettone,Flour,Italy
Panettone,Raisin,Italy
Panettone,Candied_fruit,Italy
Pasta,Durum,Italy
Pizza,Cheese,Italy
Pizza,Tomato_sauce,Italy
Spaghetti,Flour,Italy
Spaghetti,Water,Italy
Spaghetti,Semolina,Italy
Tiramisu,Mascarpone,Italy
Tiramisu,Coffee,Italy
Tiramisu,Ladyfinger_(biscuit),Italy
Tiramisu,Cocoa_solids,Italy
Tiramisu,Yolk,Italy
Anmitsu,Water,Japan
Anmitsu,Red_algae,Japan
Anmitsu,Juice,Japan
Anmitsu,Seaweed,Japan
Bubur_ayam,Rice,Indonesia
Karedok,Peanut_sauce,Indonesia
Karedok,Krupuk,Indonesia
Karedok,Vegetable,Indonesia
Zuppa_Inglese,Custard,Italy
Zuppa_Inglese,Alchermes,Italy
Zuppa_Inglese,Ladyfinger_(biscuit),Italy
Zuppa_Inglese,Sponge_cake,Italy
Amatriciana_sauce,Bacon,Italy
Amatriciana_sauce,Olive_oil,Italy
Amatriciana_sauce,Pecorino_Romano,Italy
Amatriciana_sauce,Tomato,Italy
Cream_stew,Cabbage,Japan
Cream_stew,Roux,Japan
Cream_stew,Meat,Japan
Cream_stew,Carrot,Japan
Cream_stew,Onion,Japan
Cream_stew,Potato,Japan
Cream_stew,Pork,Japan
Cream_stew,Vegetable,Japan
Maqluba,Tomato,Iran
Maqluba,Tomato,Iraq
Maqluba,Tomato,Jordan
Okinawa_soba,Noodle,Japan
Okinawa_soba,Katsuobushi,Japan
Okinawa_soba,Pork,Japan
Okinawa_soba,Broth,Japan
Cappon_magro,Seafood,Italy
Cappon_magro,Hardtack,Italy
Cappon_magro,Vegetable,Italy
Lontong,Banana_leaf,Indonesia
Pomegranate_soup,Mentha,Iran
Pomegranate_soup,Spice,Iran
Pomegranate_soup,Split_pea,Iran
Pomegranate_soup,Pomegranate_juice,Iran
Kue_cubit,Flour,Indonesia
Kue_cubit,Milk,Indonesia
Kue_cubit,Sugar,Indonesia
Kue_cubit,Baking_powder,Indonesia
Bhakri,Flour,India
Cavallucci,Flour,Italy
Cavallucci,Honey,Italy
Cavallucci,Anise,Italy
Cavallucci,Coriander,Italy
Cavallucci,Almond,Italy
Cavallucci,Candied_fruit,Italy
Karinto,Flour,Japan
Karinto,Yeast,Japan
Karinto,Brown_sugar,Japan
Pakhala,Rice,India
Parotta,Maida_flour,India
Parotta,Egg_(food),India
Parotta,Ghee,India
Santula,Chili_pepper,India
Santula,Garlic,India
Santula,Okra,India
Santula,Onion,India
Santula,Potato,India
Santula,Eggplant,India
Santula,Pumpkin,India
Tamate_ka_kut,Tomato,India
Veg_kolhapuri,Vegetable,India
Gianduja_(chocolate),Chocolate,Italy
Gianduja_(chocolate),Hazelnut,Italy
Pignolo_(macaroon),Pine_nut,Italy
Pignolo_(macaroon),Almond_paste,Italy
Colomba_di_Pasqua,Nib_sugar,Italy
Colomba_di_Pasqua,Butter,Italy
Colomba_di_Pasqua,Flour,Italy
Colomba_di_Pasqua,Sugar,Italy
Colomba_di_Pasqua,Egg_(food),Italy
Colomba_di_Pasqua,Almond,Italy
Colomba_di_Pasqua,Candied_fruit,Italy
Curd_rice,Chaunk,India
Curd_rice,Yogurt,India
Curd_rice,Rice,India
Kutti_pi,Fetus,India
Dal_biji,Gram_flour,India
Dal_biji,Cantaloupe,India
Dal_biji,Muskmelon,India
Es_campur,Coconut,Indonesia
Es_campur,Syrup,Indonesia
Es_campur,Condensed_milk,Indonesia
Es_campur,Fruit,Indonesia
Es_campur,Ice,Indonesia
Es_campur,Grass_jelly,Indonesia
Mahallebi,Rose_water,Israel
Mahallebi,Wheat_flour,Israel
Bagel_toast,Cheese,Israel
Bagel_toast,Vegetable,Israel
Bagel_toast,Bagel,Israel
Imarti,Sugar,India
Imarti,Saffron,India
Imarti,Ghee,India
Imarti,Vigna_mungo,India
Mont_Blanc_(dessert),Chestnut,Italy
Mont_Blanc_(dessert),Whipped_cream,Italy
Sambar_(dish),Lentil,India
Sambar_(dish),Broth,India
Sambar_(dish),Vegetable,India
Sev_(food),Gram_flour,India
Mirchi_Bada,Chili_pepper,India
Mirchi_Bada,Gram_flour,India
Mirchi_Bada,Potato,India
Mirchi_ka_salan,Cumin,India
Parmigiana,Cheese,Italy
Parmigiana,Tomato_sauce,Italy
Parmigiana,Bread_crumbs,Italy
Parmigiana,Eggplant,Italy
Gaz_(candy),Corn_syrup,Iran
Gaz_(candy),Rose_water,Iran
Gaz_(candy),Sugar,Iran
Gaz_(candy),Egg_white,Iran
Gaz_(candy),Almond,Iran
Gaz_(candy),Pistachio,Iran
Gelato,Cream,Italy
Gelato,Milk,Italy
Gelato,Sugar,Italy
Kugel,Potato,Israel
Kugel,Egg_(food),Israel
Otak-otak,Fish_as_food,Indonesia
Toto_(dessert),Coconut,Jamaica
Toto_(dessert),Flour,Jamaica
Toto_(dessert),Sucrose,Jamaica
Biscotti,Flour,Italy
Biscotti,Pine_nut,Italy
Biscotti,Sugar,Italy
Biscotti,Egg_(food),Italy
Biscotti,Almond,Italy
Chakka_prathaman,Sugar,India
Chakka_prathaman,Jaggery,India
Chakka_prathaman,Jackfruit,India
Chakka_prathaman,Ghee,India
Chawanmushi,Soy_sauce,Japan
Chawanmushi,Kamaboko,Japan
Chawanmushi,Mirin,Japan
Chawanmushi,Shiitake,Japan
Chawanmushi,Ginkgo_biloba,Japan
Chawanmushi,Dashi,Japan
Chawanmushi,Egg_(food),Japan
Kaymak,Water_buffalo,Kazakhstan
Kaymak,Milk,Kazakhstan
Koloocheh_and_Masgati,Rose_water,Iran
Koloocheh_and_Masgati,Starch,Iran
Koloocheh_and_Masgati,Sugar,Iran
Koloocheh_and_Masgati,Water,Iran
Koloocheh_and_Masgati,Egg_white,Iran
Koloocheh_and_Masgati,Wheat_flour,Iran
Sevpuri,Onion,India
Sevpuri,Potato,India
Sevpuri,Sev_(food),India
Sevpuri,Puri_(food),India
Sevpuri,Chutney,India
Chandrakanti,Sugar,India
Chandrakanti,Rice_flour,India
Chandrakanti,Ghee,India
Chandrakanti,Mung_bean,India
Fish_cracker,Spice,Indonesia
Fish_cracker,Fish,Indonesia
Faloodeh,Rose_water,Iran
Faloodeh,Sugar,Iran
Faloodeh,Vermicelli,Iran
Oblaat,Starch,Japan
Dalcha,Ginger,India
Dalcha,Dal,India
Dalcha,Garlic,India
Dalcha,Lamb_and_mutton,India
Laapsi,Raisin,India
Laapsi,Jaggery,India
Laapsi,Dried_fruit,India
Laapsi,Nut_(fruit),India
Laapsi,Ghee,India
Sukhdi,Jaggery,India
Sukhdi,Ghee,India
Sukhdi,Wheat_flour,India
Roti_canai,Flour,Indonesia
Carbonara,Bacon,Italy
Carbonara,Black_pepper,Italy
Carbonara,Egg_(food),Italy
Carbonara,Grated_cheese,Italy
Larb,Beef,Laos
Larb,Duck,Laos
Larb,Meat,Laos
Larb,Pork,Laos
