Food,ingr1,ingr2,ingr3,ingr4,ingr5,ingr6,ingr7,ingr8,ingr9,ingr10,ingr11,ingr12,ingr13,ingr14,ingr15,ingr16,ingr17,ingr18,ingr19,ingr20,Origin
Panzanella,Bread,Tomato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Panzerotti,Mozzarella,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Qottab,Cardamom,Flour,Sugar,Vegetable_oil,Almond,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sata_andagi,Flour,Sugar,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Zosui,Rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Imoni,Meat,Potato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Yaki_udon,Noodle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Gizzada,Coconut,Nutmeg,Sugar,Vanilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Grater_cake,Coconut,Sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Frutta_martorana,Marzipan,Food_coloring,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Gnocchi,Cheese,Potato,Egg_(food),Bread_crumbs,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Oden,Soy_sauce,Daikon,Konjac,Fishcake,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tonkatsu,Cabbage,Miso_soup,Cutlet,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Dango,Rice_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Miso_soup,Miso,Stock_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pizzelle,Butter,Flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Soba,Water,Buckwheat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tensoba,Noodle,Tempura,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Udon,Noodle,Soy_sauce,Mirin,Scallion,Broth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Zabaione,Sugar,Wine,Yolk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sukiyaki,Soy_sauce,Mirin,Meat,Sugar,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Castella,Flour,Sugar,Mizuame,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Fettuccine_Alfredo,Butter,Parmigiano-Reggiano,Fettuccine,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Hanabiramochi,Mochi,Miso,Gyūhi,Arctium_lappa,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sekihan,Adzuki_bean,Glutinous_rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Taiyaki,Adzuki_bean,Batter_(cooking),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Anpan,Red_bean_paste,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Gianduiotto,Gianduja_(chocolate),Hazelnut,Cocoa_solids,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Butajiru,Miso,Pork,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sufganiyah,Custard,Fruit_preserves,Powdered_sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cassata,Marzipan,Chocolate,Liqueur,Vanilla,Icing_(food),Ricotta,Sponge_cake,Juice,Candied_fruit,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tufahije,Sugar,Walnut,Apple,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Zuppa_toscana,Bacon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tahini_cookie,Butter,Flour,Tahini,Sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Soup_allImperatrice,Nutmeg,Rice,Fowl,Salt,Black_pepper,Egg_(food),Stock_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Soup_alla_Canavese,Bacon,Butter,Sodium_chloride,Cauliflower,Carrot,Celery,Onion,Salvia_officinalis,Tomato,Parmesan,Black_pepper,Stock_(food),Parsley,?,?,?,?,?,?,?,Other_region
Soup_alla_modenese,Butter,Nutmeg,Spinach,Parmesan,Crouton,Salt,Egg_(food),Stock_(food),?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Istrian_stew,Bacon,Sauerkraut,Bean,Spare_ribs,Garlic,Potato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ziva_(dish),Puff_pastry,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bak_kut_teh,Cinnamon,Clove,Fennel,Garlic,Broth,Pork_ribs,Angelica_sinensis,Illicium_verum,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Haleem,Meat,Wheat,Barley,Lentil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Spumoni,Ice_cream,Nut_(fruit),Candied_fruit,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Buccellato_(di_Lucca),Anise,Sultana_(grape),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cocktion,Sugar,Maize,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Gosh-e_Fil,Pistachio,Powdered_sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bakauke,Rice_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Nikujaga,Soy_sauce,Meat,Onion,Potato,Pork,Ground_beef,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Rugelach,Cinnamon,Marzipan,Chocolate,Raisin,Cream_cheese,Poppy_seed,Fruit_preserves,Walnut,Sour_cream,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ciambotta,Capsicum,Chili_pepper,Onion,Tomato,Herb,Vegetable,Eggplant,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cuccidati,Ficus,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Paniki,Bat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sakuramochi,Mochi,Cherry_blossom,Red_bean_paste,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tenshindon,Rice,Egg_(food),Crab_meat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Berlingozzo,Butter,Flour,Milk,Sugar,Anise,Egg_(food),Bakers_yeast,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cacciucco,Shellfish,Broth,Fish_as_food,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Coto_Makassar,Beef,Broth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Agemochi,Mochi,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Suama,Sugar,Water,Rice_flour,Food_coloring,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pignolata,Chocolate,Lemon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ravioli,Flour,Water,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Rendang,Chili_pepper,Galangal,Ginger,Meat,Shallot,Turmeric,Garlic,Coconut_milk,Lamb_and_mutton,Cymbopogon,Goat,?,?,?,?,?,?,?,?,?,Other_region
Sayur_lodeh,Vigna_unguiculata_subsp._sesquipedalis,Chayote,Coconut_milk,Tempeh,Stock_(food),Vegetable,Eggplant,Gnetum_gnemon,Tofu,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pinca,Flour,Raisin,Zest_(ingredient),Bakers_yeast,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ricciarelli,Honey,Sugar,Egg_white,Almond,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Biscuit_Tortoni,Cream,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mekupelet,Types_of_chocolate,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pappa_al_pomodoro,Bread,Olive_oil,Basil,Garlic,Tomato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pasta_al_pomodoro,Olive_oil,Pasta,Basil,Tomato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Emping,Gnetum_gnemon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kuluban,Coconut,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mandi_(food),Meat,Rice,Spice,Chicken_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Checca_sauce,Olive_oil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Opor_ayam,Coconut_milk,Chicken_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Soto_ayam,Turmeric,Chicken_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Nasi_ambeng,Rice_vermicelli,Salt-cured_meat,Frikadeller,Opor_ayam,Sambal,Tempeh,Rempeyek,Urap,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kappa_Ebisen,Shrimp,Starch,Sugar,Vegetable_oil,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ohaw,Kelp,Meat,Fish,Stock_(food),Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sara_udon,Cabbage,Noodle,Kamaboko,Squid,Bean_sprout,Pork,Prawn,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Motsunabe,Chili_pepper,Soy_sauce,Beef,Miso,Garlic,Pork,Champon,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Hard_dough_bread,Flour,Sugar,Water,Salt,Bakers_yeast,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mannish_water,Banana,Potato,Dumpling,Yam_(vegetable),Vegetable,Goat,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cakalang_fufu,Smoking_(cooking),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Frico,Flour,Cheese,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mitarashi_dango,Soy_sauce,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mustacciuoli,Clove,Flour,Chocolate,Olive_oil,Sugar,Coffee,Almond,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bamiyeh,Yogurt,Syrup,Starch,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Poolaki,Sugar,Vinegar,Water,Cocoa_solids,Saffron,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mezzelune,Milk,Olive_oil,Buckwheat,Salt,Egg_(food),Bitto,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bruttiboni,Almond,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Lagane_e_cicciari,Chickpea,Garlic,Pappardelle,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Amplang,Tapioca,Spice,Wahoo,Spanish_mackerel,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Minestrone,Pasta,Rice,Carrot,Celery,Onion,Tomato,Stock_(food),Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Neapolitan_ice_cream,Strawberry_ice_cream,Vanilla_ice_cream,Chocolate_ice_cream,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Neapolitan_sauce,Garlic,Onion,Tomato,Herb,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Nutella,Palm_oil,Sugar,Hazelnut,Powdered_milk,Cocoa_solids,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Panettone,Flour,Raisin,Candied_fruit,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pasta,Durum,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pizza,Cheese,Tomato_sauce,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Spaghetti,Flour,Water,Semolina,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tiramisu,Mascarpone,Coffee,Ladyfinger_(biscuit),Cocoa_solids,Yolk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Anmitsu,Water,Red_algae,Juice,Seaweed,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bubur_ayam,Rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Karedok,Peanut_sauce,Krupuk,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Zuppa_Inglese,Custard,Alchermes,Ladyfinger_(biscuit),Sponge_cake,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Amatriciana_sauce,Bacon,Olive_oil,Pecorino_Romano,Tomato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cream_stew,Cabbage,Roux,Meat,Carrot,Onion,Potato,Pork,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Maqluba,Tomato,Tomato,Tomato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Okinawa_soba,Noodle,Katsuobushi,Pork,Broth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cappon_magro,Seafood,Hardtack,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Lontong,Banana_leaf,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pomegranate_soup,Mentha,Spice,Split_pea,Pomegranate_juice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kue_cubit,Flour,Milk,Sugar,Baking_powder,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bhakri,Flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Cavallucci,Flour,Honey,Anise,Coriander,Almond,Candied_fruit,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Karinto,Flour,Yeast,Brown_sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pakhala,Rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Parotta,Maida_flour,Egg_(food),Ghee,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Santula,Chili_pepper,Garlic,Okra,Onion,Potato,Eggplant,Pumpkin,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tamate_ka_kut,Tomato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Veg_kolhapuri,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Gianduja_(chocolate),Chocolate,Hazelnut,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pignolo_(macaroon),Pine_nut,Almond_paste,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Colomba_di_Pasqua,Nib_sugar,Butter,Flour,Sugar,Egg_(food),Almond,Candied_fruit,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Curd_rice,Chaunk,Yogurt,Rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kutti_pi,Fetus,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Dal_biji,Gram_flour,Cantaloupe,Muskmelon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Es_campur,Coconut,Syrup,Condensed_milk,Fruit,Ice,Grass_jelly,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mahallebi,Rose_water,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bagel_toast,Cheese,Vegetable,Bagel,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Imarti,Sugar,Saffron,Ghee,Vigna_mungo,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mont_Blanc_(dessert),Chestnut,Whipped_cream,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sambar_(dish),Lentil,Broth,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sev_(food),Gram_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mirchi_Bada,Chili_pepper,Gram_flour,Potato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mirchi_ka_salan,Cumin,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Parmigiana,Cheese,Tomato_sauce,Bread_crumbs,Eggplant,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Gaz_(candy),Corn_syrup,Rose_water,Sugar,Egg_white,Almond,Pistachio,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Gelato,Cream,Milk,Sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kugel,Potato,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Otak-otak,Fish_as_food,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Toto_(dessert),Coconut,Flour,Sucrose,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Biscotti,Flour,Pine_nut,Sugar,Egg_(food),Almond,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chakka_prathaman,Sugar,Jaggery,Jackfruit,Ghee,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chawanmushi,Soy_sauce,Kamaboko,Mirin,Shiitake,Ginkgo_biloba,Dashi,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Kaymak,Water_buffalo,Milk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Koloocheh_and_Masgati,Rose_water,Starch,Sugar,Water,Egg_white,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sevpuri,Onion,Potato,Sev_(food),Puri_(food),Chutney,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chandrakanti,Sugar,Rice_flour,Ghee,Mung_bean,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Fish_cracker,Spice,Fish,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Faloodeh,Rose_water,Sugar,Vermicelli,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Oblaat,Starch,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Dalcha,Ginger,Dal,Garlic,Lamb_and_mutton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Laapsi,Raisin,Jaggery,Dried_fruit,Nut_(fruit),Ghee,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sukhdi,Jaggery,Ghee,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Roti_canai,Flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Carbonara,Bacon,Black_pepper,Egg_(food),Grated_cheese,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Larb,Beef,Duck,Meat,Pork,Turkey,Fish,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Nougat,Chocolate,Honey,Sugar,Hazelnut,Nut_(fruit),Walnut,Egg_white,Pistachio,Candied_fruit,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pandoro,Butter,Flour,Sugar,Egg_(food),?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tom_kha_kai,Galangal,Mushroom,Coconut_milk,Chicken_(food),Cymbopogon,Kaffir_lime,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Vegetable_sandwich,Bread,Vegetable,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Zeppole,Dough,Powdered_sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Butter_chicken,Butter,Chicken,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Granita,Flavor,Sugar,Water,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Korma,Yogurt,Cream,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Macaroon,Egg_white,Almond,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Fondue,Seasoning,Cheese,Garlic,Kirsch,White_wine,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Gudeg,Chicken,Jackfruit,Coconut_milk,Tempeh,Egg_(food),Palm_sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Buccellato,Candied_fruit,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ghugni,Lathyrus_aphaca,Vigna_mungo,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Aloo_tikki,Onion,Potato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Beika,Rice,Barley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chanpuru,Vegetable,Tofu,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Neer_dosa,Rice_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Rigatoni_con_la_Pajata,Rigatoni,Chyme,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chotpoti,Chili_pepper,Chickpea,Onion,Potato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Dadiah,Water_buffalo,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Vodka_sauce,Cream,Tomato_sauce,Vodka,Herb,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Shirokuma,Condensed_milk,Ice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Aloo_Chaat,Spice,Potato,Chutney,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Ariselu,Jaggery,Rice_flour,Ghee,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Mortadella_sandwich,Mortadella,Bread,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Pathiri,Rice_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Penia_(bread),Butter,Sugar,Anise,Egg_(food),Lemon,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Jhajariya,Milk,Sugar,Maize,Raisin,Nut_(fruit),Ghee,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Bubur_kacang_hijau,Sucrose,Coconut_milk,Mung_bean,Palm_sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Semifreddo,Gelato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Coconut_chutney,Chili_pepper,Coconut,Ginger,Shallot,Curry_tree,Tamarind,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Noghl,Rose_water,Sugar,Water,Nut_(fruit),Almond,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sooth_(chutney),Date_palm,Ginger,Tamarind,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Baingan_bharta,Eggplant,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sabudana_Khichadi,Chili_pepper,Coconut,Peanut,Ghee,Pearl_Tapioca,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Burasa,Rice,Coconut_milk,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Chickpea_noghl,Rose_water,Sugar,Water,Chickpea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Calzone,Salami,Parmigiano-Reggiano,Pecorino,Mozzarella,Ricotta,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Arrabbiata_sauce,Chili_pepper,Olive_oil,Garlic,Tomato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Sevai,Rice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tartufo,Ice_cream,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tomato_omelette,Chili_pepper,Gram_flour,Water,Onion,Tomato,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Basundi,Cardamom,Milk,Sugar,Saffron,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Laal_maans,Chili_pepper,Garlic,Lamb_and_mutton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Shami_kebab,Spice,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Handvo,Lentil,Calabash,Sesame,Wheat_flour,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Khichra,Meat,Spice,Lentil,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Getuk,Cassava,Coconut,Sugar,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Obusuma,Cornmeal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Qurabiya,Almond_meal,Vanilla,Egg_white,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Struffoli,Honey,Dough,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Tala_huwa_gosht,Onion,Lamb_and_mutton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
Run_down,Seasoning,Onion,Tomato,Coconut_milk,Yam_(vegetable),Fish_as_food,?,?,?,?,?,?,?,?,?,?,?,?,?,?,Other_region
